"","vaccine","manufacturer","name.age","brandname_tradename","date","year","cost","packaging","cost_type","age"
"12663","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2016-02-01,2016,85.54,"10 pack – 1 dose syringe","cdc","adult"
"12664","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-02-01,2016,116.54,"10 pack – 1 dose syringe","cdc","adult"
"12665","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-02-01,2016,117.49,"1 pack – 1 dose syringe","cdc","adult"
"12666","Pneumococcal
13-valent [5] (Adult)","Pfizer","prevnar13.adult","prevnar13",2016-02-01,2016,96.13,"10 pack – 1 dose syringes","cdc","adult"
"12667","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-02-01,2016,26.15,"10 pack – 1 dose syringes","cdc","adult"
"12668","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-02-01,2016,26.15,"10 pack – single dose vial","cdc","adult"
"12669","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-02-01,2016,12.271,"10 pack – 1 dose vial","cdc","adult"
"12670","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-02-01,2016,12.464,"10 pack – 1 dose syringe","cdc","adult"
"12671","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-02-01,2016,23.45,"10 pack – 1 dose vial","cdc","adult"
"12672","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-02-01,2016,20.176,"5 pack – 1 dose syringe","cdc","adult"
"12673","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-02-01,2016,23.45,"10 pack – 1 dose vial","cdc","adult"
"12674","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-02-01,2016,20.18,"10 pack – 1 dose syringe","cdc","adult"
"12675","Varicella-Adult [5]","Merck","varivax.adult","varivax",2016-02-01,2016,66.36,"10 pack – 1 dose vial","cdc","adult"
"12676","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2016-02-01,2016,117.12,"10 pack – 1 dose vial","cdc","adult"
"12677","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2016-02-01,2016,28.41,"10 pack – 1 dose vial","private","ped"
"12678","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-02-01,2016,20.96,"10 pack – 1 dose vial","private","ped"
"12679","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-02-01,2016,21.44,"10 pack – 1 dose T-L syringe","private","ped"
"12680","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-02-01,2016,48,"10 pack – 1 dose vial","private","ped"
"12681","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-02-01,2016,48,"10 pack – 1 dose syringe","private","ped"
"12682","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2016-02-01,2016,70.72,"10 pack – 1 dose syringe","private","ped"
"12683","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2016-02-01,2016,87.48,"5 pack – 1 dose vial","private","ped"
"12684","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2016-02-01,2016,30.17,"10 dose vial","private","ped"
"12685","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-02-01,2016,30.369,"10 pack – 1 dose vial","private","ped"
"12686","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-02-01,2016,31.12,"10 pack – 1 dose syringe","private","ped"
"12687","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-02-01,2016,28.74,"10 pack – 1 dose vial","private","ped"
"12688","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-02-01,2016,28.74,"10 pack – 1 dose syringe","private","ped"
"12689","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-02-01,2016,92.5,"10 pack – 1 dose vial","private","ped"
"12690","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-02-01,2016,92.5,"10 pack – 1 dose syringe","private","ped"
"12691","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-02-01,2016,21.37,"10 pack – 1 dose vial","private","ped"
"12692","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-02-01,2016,21.37,"10 pack – 1 dose syringe","private","ped"
"12693","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-02-01,2016,23.204,"10 pack – 1 dose vial","private","ped"
"12694","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-02-01,2016,23.95,"10 pack – 1 dose syringe","private","ped"
"12695","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2016-02-01,2016,23.65,"10 pack – 1 dose vial","private","ped"
"12696","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2016-02-01,2016,28.82,"5 pack – 1 dose vial","private","ped"
"12697","HIBMENCY [3]","GlaxoSmithKline","menhibrix.ped","menhibrix",2016-02-01,2016,23.6,"10 pack – 1 dose vial","private","ped"
"12698","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2016-02-01,2016,160.17,"10 pack – 1 dose vial","private","ped"
"12699","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2016-02-01,2016,177.7,"10 pack – 1 dose vial","private","ped"
"12700","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2016-02-01,2016,128.75,"10 pack-1 dose syringe","private","ped"
"12701","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2016-02-01,2016,115.75,"10 pack – 1 dose syringe","private","ped"
"12702","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-02-01,2016,160.75,"10 pack – 1 dose syringe","private","ped"
"12703","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-02-01,2016,160.75,"1 pack – 1 dose syringe","private","ped"
"12704","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2016-02-01,2016,112.93,"5 pack – 1 dose vial","private","ped"
"12705","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2016-02-01,2016,117.418,"5 pack – 1 dose vial","private","ped"
"12706","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2016-02-01,2016,62.79,"10 pack – 1 dose vial","private","ped"
"12707","MMR/Varicella [2]","Merck","proquad.ped","proquad",2016-02-01,2016,180.05,"10 pack – 1 dose vial","private","ped"
"12708","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2016-02-01,2016,159.57,"10 pack – 1 dose syringe","private","ped"
"12709","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2016-02-01,2016,78.9,"10 pack – 1 dose vial","private","ped"
"12710","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-02-01,2016,78.18,"10 pack – 1 dose tube","private","ped"
"12711","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-02-01,2016,78.18,"25 pack – 1 dose tube","private","ped"
"12712","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2016-02-01,2016,106.57,"10 pack – 1 dose vial","private","ped"
"12713","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-02-01,2016,29.73,"10 pack – 1 dose syringe","private","ped"
"12714","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-02-01,2016,29.73,"10 pack – 1 dose vial","private","ped"
"12715","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-02-01,2016,37.55,"10 pack – 1 dose vial","private","ped"
"12716","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-02-01,2016,37.55,"10 pack – 1 dose syringe","private","ped"
"12717","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-02-01,2016,43.42,"10 pack – 1 dose vial","private","ped"
"12718","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-02-01,2016,43.42,"5 pack – 1 dose syringe","private","ped"
"12719","Varicella [5]","Merck","varivax.ped","varivax",2016-02-01,2016,107.67,"10 pack – 1 dose vial","private","ped"
"12720","DTaP [1]","Sanofi Pasteur","daptacel.ped","daptacel",2016-02-01,2016,16.04,"10 pack – 1 dose vial","cdc","ped"
"12721","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-02-01,2016,16.15,"10 pack – 1 dose vial","cdc","ped"
"12722","DTaP [1]","GlaxoSmithKline","infanrix.ped","infanrix",2016-02-01,2016,16.15,"10 pack – 1 dose T-L syringe","cdc","ped"
"12723","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-02-01,2016,38.5,"10 pack – 1 dose vial","cdc","ped"
"12724","DTaP-IPV [2]","GlaxoSmithKline","kinrix.ped","kinrix",2016-02-01,2016,38.5,"10 pack – 1 dose syringe","cdc","ped"
"12725","DTaP-Hep B-IPV [4]","GlaxoSmithKline","pediarix.ped","pediarix",2016-02-01,2016,53.86,"10 pack – 1 dose syringe","cdc","ped"
"12726","DTaP-IP-HI [4]","Sanofi Pasteur","pentacel.ped","pentacel",2016-02-01,2016,54.38,"5 pack – 1 dose vial","cdc","ped"
"12727","e-IPV [5]","Sanofi Pasteur","ipol.ped","ipol",2016-02-01,2016,12.58,"10 dose vial","cdc","ped"
"12728","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-02-01,2016,17.4,"10 pack – 1 dose vial","cdc","ped"
"12729","Hepatitis A Pediatric [5]","Merck","vaqta.ped","vaqta",2016-02-01,2016,17.4,"10 pack – 1 dose syringe","cdc","ped"
"12730","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-02-01,2016,17.01,"10 pack – 1 dose vial","cdc","ped"
"12731","Hepatitis A Pediatric [5]","GlaxoSmithKline","havrix.ped","havrix",2016-02-01,2016,17.01,"10 pack – 1 dose syringe","cdc","ped"
"12732","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-02-01,2016,53.78,"10 pack – 1 dose vial","cdc","ped"
"12733","Hepatitis A-Hepatitis B 18 only [3]","GlaxoSmithKline","twinrix.ped","twinrix",2016-02-01,2016,53.78,"10 pack – 1 dose syringe","cdc","ped"
"12734","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-02-01,2016,11.08,"10 pack – 1 dose vial","cdc","ped"
"12735","Hepatitis B [5]
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2016-02-01,2016,11.08,"10 pack – 1 dose syringe","cdc","ped"
"12736","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-02-01,2016,11.75,"10 pack – 1 dose vial","cdc","ped"
"12737","Hepatitis B [5]
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2016-02-01,2016,11.75,"10 pack – 1 dose syringe","cdc","ped"
"12738","Hib [5]","Merck","pedvaxhib.ped","pedvaxhib",2016-02-01,2016,12.34,"10 pack – 1 dose vial","cdc","ped"
"12739","Hib [5]","Sanofi Pasteur","acthib.ped","acthib",2016-02-01,2016,9.45,"5 pack – 1 dose vial","cdc","ped"
"12740","HIBMENCY [3]","GlaxoSmithKline","menhibrix.ped","menhibrix",2016-02-01,2016,10.1,"10 pack – 1 dose vial","cdc","ped"
"12741","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Merck","gardasil.ped","gardasil",2016-02-01,2016,113.54,"10 pack – 1 dose vial","cdc","ped"
"12742","HPV – Human Papillomavirus 9-valent [5]","Merck","gardasil9.ped","gardasil9",2016-02-01,2016,126.25,"10 pack – 1 dose vial","cdc","ped"
"12743","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","GlaxoSmithKline","cervarix.ped","cervarix",2016-02-01,2016,107.97,"10 pack-1 dose syringe","cdc","ped"
"12744","MENB – Meningococcal Group B [5]","Pfizer","trumenba.ped","trumenba",2016-02-01,2016,95.75,"10 pack – 1 dose syringe","cdc","ped"
"12745","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-02-01,2016,122.95,"10 pack – 1 dose syringe","cdc","ped"
"12746","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.ped","bexsero",2016-02-01,2016,122.95,"1 pack – 1 dose syringe","cdc","ped"
"12747","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Sanofi Pasteur","menactra.ped","menactra",2016-02-01,2016,84.95,"5 pack – 1 dose vial","cdc","ped"
"12748","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","GlaxoSmithKline","menveo.ped","menveo",2016-02-01,2016,83.56,"5 pack – 1 dose vial","cdc","ped"
"12749","Measles, Mumps and Rubella (MMR) [1]","Merck","mmrii.ped","mmrii",2016-02-01,2016,19.9,"10 pack – 1 dose vial","cdc","ped"
"12750","MMR/Varicella [2]","Merck","proquad.ped","proquad",2016-02-01,2016,109.01,"10 pack – 1 dose vial","cdc","ped"
"12751","Pneumococcal
13-valent [5] (Pediatric)","Pfizer","prevnar13.ped","prevnar13",2016-02-01,2016,116.91,"10 pack – 1 dose syringe","cdc","ped"
"12752","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.ped","pneumovax23",2016-02-01,2016,43.98,"10 pack – 1 dose vial","cdc","ped"
"12753","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-02-01,2016,63.96,"10 pack – 1 dose tube","cdc","ped"
"12754","Rotavirus, Live, Oral, Pentavalent [5]","Merck","rotateq.ped","rotateq",2016-02-01,2016,63.96,"25 pack – 1 dose tube","cdc","ped"
"12755","Rotavirus, Live, Oral, Oral [5]","GlaxoSmithKline","rotarix.ped","rotarix",2016-02-01,2016,85.04,"10 pack – 1 dose vial","cdc","ped"
"12756","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-02-01,2016,18.82,"10 pack – 1 dose syringe","cdc","ped"
"12757","Tetanus & Diphtheria Toxoids [3]","Sanofi Pasteur","tenivac.ped","tenivac",2016-02-01,2016,18.82,"10 pack – 1 dose vial","cdc","ped"
"12758","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-02-01,2016,31.25,"10 pack – 1 dose vial","cdc","ped"
"12759","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.ped","boostrix",2016-02-01,2016,31.25,"10 pack – 1 dose syringe","cdc","ped"
"12760","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-02-01,2016,31.37,"10 pack – 1 dose vial","cdc","ped"
"12761","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi Pasteur","adacel.ped","adacel",2016-02-01,2016,31.37,"5 pack – 1 dose syringe","cdc","ped"
"12762","Varicella [5]","Merck","varivax.ped","varivax",2016-02-01,2016,83.77,"10 pack – 1 dose vial","cdc","ped"
"12763","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-03-01,2016,66.91,"10 pack – 1 dose syringe","private","adult"
"12764","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-03-01,2016,61.77,"10 pack – 1 dose vial","private","adult"
"12765","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-03-01,2016,63.72,"10 pack – 1 dose vial","private","adult"
"12766","Hepatitis A Adult [5]","GlaxoSmithKline","havrix.adult","havrix",2016-03-01,2016,63.1,"10 pack – 1 dose syringe","private","adult"
"12767","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-03-01,2016,92.5,"10 pack – 1 dose vial","private","adult"
"12768","Hepatitis A-Hepatitis B Adult [3]","GlaxoSmithKline","twinrix.adult","twinrix",2016-03-01,2016,92.5,"10 pack – 1 dose syringe","private","adult"
"12769","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-03-01,2016,61.22,"10 pack – 1 dose vial","private","adult"
"12770","Hepatitis B-Adult [5]","Merck","recombivaxhb.adult","recombivaxhb",2016-03-01,2016,59.09,"10 pack- 1 dose syringe","private","adult"
"12771","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-03-01,2016,52.5,"10 pack – 1 dose vial","private","adult"
"12772","Hepatitis B-Adult [5]","GlaxoSmithKline","engerixb.adult","engerixb",2016-03-01,2016,52.5,"10 pack – 1 dose syringe","private","adult"
"12773","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Merck","gardasil.adult","gardasil",2016-03-01,2016,160.17,"10 pack – 1 dose vial","private","adult"
"12774","HPV-Human Papillomavirus 9 Valent [5]","Merck","gardasil9.adult","gardasil9",2016-03-01,2016,177.7,"10 pack – 1 dose vial","private","adult"
"12775","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","GlaxoSmithKline","cervarix.adult","cervarix",2016-03-01,2016,128.75,"10 pack – 1 dose syringe","private","adult"
"12776","Measles, Mumps, & Rubella-Adult [1]","Merck","mmrii.adult","mmrii",2016-03-01,2016,62.79,"10 pack – 1 dose vials","private","adult"
"12777","Meningococcal Conjugate [5]","GlaxoSmithKline","menveo.adult","menveo",2016-03-01,2016,117.418,"5 pack – 1 dose vial","private","adult"
"12778","Meningococcal Conjugate [5]","Sanofi","menactra.adult","menactra",2016-03-01,2016,112.93,"5 pack – 1 dose vial","private","adult"
"12779","MENB – Meningococcal Group B [5]","Pfizer","trumenba.adult","trumenba",2016-03-01,2016,115.75,"10 pack – 1 dose syringe","private","adult"
"12780","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-03-01,2016,160.75,"10 pack – 1 dose syringe","private","adult"
"12781","MENB – Meningococcal Group B [5]","GlaxoSmithKline","bexsero.adult","bexsero",2016-03-01,2016,160.75,"1 pack – 1 dose syringe","private","adult"
"12782","Pneumococcal
13-valent [5] (Adult)","Pfizer","prevnar13.adult","prevnar13",2016-03-01,2016,159.57,"10 pack – 1 dose syringes","private","adult"
"12783","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-03-01,2016,78.9,"10 pack – 1 dose syringes","private","adult"
"12784","Pneumococcal Polysaccharide (23 Valent)","Merck","pneumovax23.adult","pneumovax23",2016-03-01,2016,78.9,"10 pack – single dose vial","private","adult"
"12785","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-03-01,2016,29.73,"10 pack – 1 dose vial","private","adult"
"12786","Tetanus and Diphtheria Toxoids[3]","Sanofi","tenivac.adult","tenivac",2016-03-01,2016,29.73,"10 pack – 1 dose syringe","private","adult"
"12787","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-03-01,2016,43.42,"10 pack – 1 dose vial","private","adult"
"12788","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Sanofi","adacel.adult","adacel",2016-03-01,2016,43.42,"5 pack – 1 dose syringe","private","adult"
"12789","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-03-01,2016,37.55,"10 pack – 1 dose vial","private","adult"
"12790","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","GlaxoSmithKline","boostrix.adult","boostrix",2016-03-01,2016,37.55,"10 pack – 1 dose syringe","private","adult"
"12791","Varicella-Adult [5]","Merck","varivax.adult","varivax",2016-03-01,2016,107.67,"10 pack – 1 dose vial","private","adult"
"12792","Zoster Vaccine Live","Merck","zostavax.adult","zostavax",2016-03-01,2016,187.89,"10 pack – 1 dose vial","private","adult"
"12793","Hepatitis A-Adult [5]","Merck","vaqta.adult","vaqta",2016-03-01,2016,25.73,"10 pack – 1 dose syringe","cdc","adult"
