"","vaccine","brandname_tradename","packaging","cdc_cost_dose","private_sector_cost_dose","contract_end_date","manufacturer","date","year","ndc","contract_number"
"1580","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.09","$37.55","6/30/2015","GlaxoSmithKline",2015-01-05,2015,"58160-0842-52","200-2014-58785"
"1581","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$22.63","$41.06","6/30/2015","Sanofi",2015-01-05,2015,"49281-0400-10","200-2014-58789"
"1582","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$20.176","$41.06","6/30/2015","Sanofi",2015-01-05,2015,"49281-0400-15","200-2014-58789"
"1583","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.76","$94.141","6/30/2015","Merck",2015-01-05,2015,"00006-4827-00","200-2014-58787"
"1584","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$116.23","$173.976","6/30/2015","Merck",2015-01-05,2015,"00006-4963-41","200-2014-58787"
"1585","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose vial","$14.20","$21.74","6/30/2015","Sanofi",2015-01-05,2015,"49281-0215-10","200-2014-58789"
"1586","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose syringe","$14.34","$21.74","6/30/2015","Sanofi",2015-01-05,2015,"49281-0215-15","200-2014-58789"
"1587","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$71.654","$117.418","6/30/2015","Novartis",2015-01-05,2015,"46028-0208-01","200-2014-58786"
"1588","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$75.31","$112.93","6/30/2015","Sanofi",2015-01-05,2015,"49281-0589-05","200-2014-58789"
"1589","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$25.73","$63.72","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0826-11","200-2014-58785"
"1590","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$25.73","$63.10","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0826-52","200-2014-58785"
"1591","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose prefilled syringes","$25.73","$65.03","6/30/2015","Merck",2015-02-02,2015,"00006-4096-02","200-2014-58787"
"1592","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose vials","$25.73","$59.988","6/30/2015","Merck",2015-02-02,2015,"00006-4841-41","200-2014-58787"
"1593","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$51.20","$92.50","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0815-11","200-2014-58785"
"1594","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$51.76","$92.50","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0815-52","200-2014-58785"
"1595","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$24.16","$52.50","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0821-11","200-2014-58785"
"1596","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.73","$52.50","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0821-52","200-2014-58785"
"1597","Hepatitis B-Adult [5]","Recombivax HB®","10 pack – 1 dose vials","$24.162","$59.093","6/30/2015","Merck",2015-02-02,2015,"00006-4995-41","200-2014-58787"
"1598","Hepatitis B-Adult [5]","Recombivax HB®","10 pack- 1 dose syringes","$24.162","$61.22","6/30/2015","Merck",2015-02-02,2015,"00006-4094-02","200-2014-58787"
"1599","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$91.20","$147.005","6/30/2015","Merck",2015-02-02,2015,"00006-4045-41","200-2014-58787"
"1600","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$86.198","$128.75","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0830-52","200-2014-58785"
"1601","Measles, Mumps, & Rubella-Adult [1]","M-M-R®II","10 pack – 1 dose vials","$37.04","$59.911","6/30/2015","Merck",2015-02-02,2015,"00006-4681-00","200-2014-58787"
"1602","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringes","$26.593","$72.384","6/30/2015","Merck",2015-02-02,2015,"00006-4837-03","200-2014-58787"
"1603","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – single dose 0.5 mL vials","$26.593","$72.384","6/30/2015","Merck",2015-02-02,2015,"00006-4943-00","200-2014-58787"
"1604","Pneumococcal
13-valent [5] (Adult)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$89.75","$152.01","6/30/2015","Pfizer",2015-02-02,2015,"00005-1971-02","200-2014-58788"
"1605","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$25.435","$37.55","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0842-11","200-2014-58785"
"1606","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.09","$37.55","6/30/2015","GlaxoSmithKline",2015-02-02,2015,"58160-0842-52","200-2014-58785"
"1607","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$22.63","$41.06","6/30/2015","Sanofi",2015-02-02,2015,"49281-0400-10","200-2014-58789"
"1608","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$20.176","$41.06","6/30/2015","Sanofi",2015-02-02,2015,"49281-0400-15","200-2014-58789"
"1609","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.76","$100.678","6/30/2015","Merck",2015-02-02,2015,"00006-4827-00","200-2014-58787"
"1610","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$116.23","$173.976","6/30/2015","Merck",2015-02-02,2015,"00006-4963-41","200-2014-58787"
"1611","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose vial","$14.20","$24.22","6/30/2015","Sanofi",2015-02-02,2015,"49281-0215-10","200-2014-58789"
"1612","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose syringe","$14.34","$24.22","6/30/2015","Sanofi",2015-02-02,2015,"49281-0215-15","200-2014-58789"
"1613","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$71.654","$117.418","6/30/2015","Novartis",2015-02-02,2015,"46028-0208-01","200-2014-58786"
"1614","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$75.31","$112.93","6/30/2015","Sanofi",2015-02-02,2015,"49281-0589-05","200-2014-58789"
"1615","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$25.73","$63.72","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0826-11","200-2014-58785"
"1616","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$25.73","$63.10","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0826-52","200-2014-58785"
"1617","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose prefilled syringes","$25.73","$65.03","6/30/2015","Merck",2015-02-24,2015,"00006-4096-02","200-2014-58787"
"1618","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose vials","$25.73","$59.988","6/30/2015","Merck",2015-02-24,2015,"00006-4841-41","200-2014-58787"
"1619","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$51.20","$92.50","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0815-11","200-2014-58785"
"1620","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$51.76","$92.50","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0815-52","200-2014-58785"
"1621","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$24.16","$52.50","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0821-11","200-2014-58785"
"1622","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.73","$52.50","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0821-52","200-2014-58785"
"1623","Hepatitis B-Adult [5]","Recombivax HB®","10 pack – 1 dose vials","$24.162","$59.093","6/30/2015","Merck",2015-02-24,2015,"00006-4995-41","200-2014-58787"
"1624","Hepatitis B-Adult [5]","Recombivax HB®","10 pack- 1 dose syringes","$24.162","$61.22","6/30/2015","Merck",2015-02-24,2015,"00006-4094-02","200-2014-58787"
"1625","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$91.20","$147.005","6/30/2015","Merck",2015-02-24,2015,"00006-4045-41","200-2014-58787"
"1626","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$86.198","$128.75","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0830-52","200-2014-58785"
"1627","Measles, Mumps, & Rubella-Adult [1]","M-M-R®II","10 pack – 1 dose vials","$37.04","$59.911","6/30/2015","Merck",2015-02-24,2015,"00006-4681-00","200-2014-58787"
"1628","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringes","$26.593","$72.384","6/30/2015","Merck",2015-02-24,2015,"00006-4837-03","200-2014-58787"
"1629","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – single dose 0.5 mL vials","$26.593","$72.384","6/30/2015","Merck",2015-02-24,2015,"00006-4943-00","200-2014-58787"
"1630","Pneumococcal
13-valent [5] (Adult)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$89.75","$152.01","6/30/2015","Pfizer",2015-02-24,2015,"00005-1971-02","200-2014-58788"
"1631","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$25.435","$37.55","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0842-11","200-2014-58785"
"1632","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$26.09","$37.55","6/30/2015","GlaxoSmithKline",2015-02-24,2015,"58160-0842-52","200-2014-58785"
"1633","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$22.63","$41.06","6/30/2015","Sanofi",2015-02-24,2015,"49281-0400-10","200-2014-58789"
"1634","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$20.176","$41.06","6/30/2015","Sanofi",2015-02-24,2015,"49281-0400-15","200-2014-58789"
"1635","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.76","$100.678","6/30/2015","Merck",2015-02-24,2015,"00006-4827-00","200-2014-58787"
"1636","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$116.23","$173.976","6/30/2015","Merck",2015-02-24,2015,"00006-4963-41","200-2014-58787"
"1637","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose vial","$14.20","$24.22","6/30/2015","Sanofi",2015-02-24,2015,"49281-0215-10","200-2014-58789"
"1638","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose syringe","$14.34","$24.22","6/30/2015","Sanofi",2015-02-24,2015,"49281-0215-15","200-2014-58789"
"1639","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$71.654","$117.418","6/30/2015","Novartis",2015-02-24,2015,"46028-0208-01","200-2014-58786"
"1640","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$75.31","$112.93","6/30/2015","Sanofi",2015-02-24,2015,"49281-0589-05","200-2014-58789"
"1641","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$25.73","$63.72","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0826-11","200-2014-58785"
"1642","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$25.73","$63.10","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0826-52","200-2014-58785"
"1643","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose prefilled syringes","$25.73","$65.03","6/30/2015","Merck",2015-04-01,2015,"00006-4096-02","200-2014-58787"
"1644","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose vials","$25.73","$59.988","6/30/2015","Merck",2015-04-01,2015,"00006-4841-41","200-2014-58787"
"1645","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$51.20","$92.50","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0815-11","200-2014-58785"
"1646","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$51.76","$92.50","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0815-52","200-2014-58785"
"1647","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$24.16","$52.50","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0821-11","200-2014-58785"
"1648","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.73","$52.50","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0821-52","200-2014-58785"
"1649","Hepatitis B-Adult [5]","Recombivax HB®","10 pack – 1 dose vials","$24.162","$59.093","6/30/2015","Merck",2015-04-01,2015,"00006-4995-41","200-2014-58787"
"1650","Hepatitis B-Adult [5]","Recombivax HB®","10 pack- 1 dose syringes","$24.162","$61.22","6/30/2015","Merck",2015-04-01,2015,"00006-4094-02","200-2014-58787"
"1651","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$91.20","$147.005","6/30/2015","Merck",2015-04-01,2015,"00006-4045-41","200-2014-58787"
"1652","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$86.198","$128.75","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0830-52","200-2014-58785"
"1653","Measles, Mumps, & Rubella-Adult [1]","M-M-R®II","10 pack – 1 dose vials","$37.04","$59.911","6/30/2015","Merck",2015-04-01,2015,"00006-4681-00","200-2014-58787"
"1654","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringes","$26.593","$72.384","6/30/2015","Merck",2015-04-01,2015,"00006-4837-03","200-2014-58787"
"1655","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – single dose 0.5 mL vials","$26.593","$72.384","6/30/2015","Merck",2015-04-01,2015,"00006-4943-00","200-2014-58787"
"1656","Pneumococcal
13-valent [5] (Adult)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$89.75","$152.01","6/30/2015","Pfizer",2015-04-01,2015,"00005-1971-02","200-2014-58788"
"1657","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$23.63","$37.55","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0842-11","200-2014-58785"
"1658","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$22.32","$37.55","6/30/2015","GlaxoSmithKline",2015-04-01,2015,"58160-0842-52","200-2014-58785"
"1659","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$22.63","$42.61","6/30/2015","Sanofi",2015-04-01,2015,"49281-0400-10","200-2014-58789"
"1660","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$20.176","$42.61","6/30/2015","Sanofi",2015-04-01,2015,"49281-0400-15","200-2014-58789"
"1661","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$60.76","$100.678","6/30/2015","Merck",2015-04-01,2015,"00006-4827-00","200-2014-58787"
"1662","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial","$116.23","$187.89","6/30/2015","Merck",2015-04-01,2015,"00006-4963-41","200-2014-58787"
"1663","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose vial","$14.20","$24.22","6/30/2015","Sanofi",2015-04-01,2015,"49281-0215-10","200-2014-58789"
"1664","Tetanus and Diphtheria Toxoids[3]","Tenivac","10 pack – 1 dose syringe","$14.34","$24.22","6/30/2015","Sanofi",2015-04-01,2015,"49281-0215-15","200-2014-58789"
"1665","Meningococcal Conjugate [5]","Menveo®","5 pack – 1 dose vial","$71.654","$117.418","6/30/2015","Novartis",2015-04-01,2015,"46028-0208-01","200-2014-58786"
"1666","Meningococcal Conjugate [5]","Menactra","5 pack – 1 dose vial","$75.31","$112.93","6/30/2015","Sanofi",2015-04-01,2015,"49281-0589-05","200-2014-58789"
"1667","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials","$25.73","$63.72","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0826-11","200-2014-58785"
"1668","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose T-L syringes, No Needle","$25.73","$63.10","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0826-52","200-2014-58785"
"1669","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose prefilled syringes","$25.73","$65.03","6/30/2015","Merck",2015-05-01,2015,"00006-4096-02","200-2014-58787"
"1670","Hepatitis A-Adult [5]","Vaqta®","10 pack – 1 dose vials","$25.73","$59.988","6/30/2015","Merck",2015-05-01,2015,"00006-4841-41","200-2014-58787"
"1671","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials","$51.20","$92.50","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0815-11","200-2014-58785"
"1672","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose T-L syringes. No Needle","$51.76","$92.50","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0815-52","200-2014-58785"
"1673","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials","$24.16","$52.50","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0821-11","200-2014-58785"
"1674","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose T-L syringes, No Needle","$27.73","$52.50","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0821-52","200-2014-58785"
"1675","Hepatitis B-Adult [5]","Recombivax HB®","10 pack – 1 dose vials","$24.162","$59.093","6/30/2015","Merck",2015-05-01,2015,"00006-4995-41","200-2014-58787"
"1676","Hepatitis B-Adult [5]","Recombivax HB®","10 pack- 1 dose syringes","$24.162","$61.22","6/30/2015","Merck",2015-05-01,2015,"00006-4094-02","200-2014-58787"
"1677","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$91.20","$147.005","6/30/2015","Merck",2015-05-01,2015,"00006-4045-41","200-2014-58787"
"1678","HPV-Human Papillomavirus Bivalent Types 16 and 18 [5]","Cervarix®","10 pack – 1 dose T-L syringe, No Needle","$86.198","$128.75","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0830-52","200-2014-58785"
"1679","Measles, Mumps, & Rubella-Adult [1]","M-M-R®II","10 pack – 1 dose vials","$37.04","$59.911","6/30/2015","Merck",2015-05-01,2015,"00006-4681-00","200-2014-58787"
"1680","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose syringes","$26.593","$72.384","6/30/2015","Merck",2015-05-01,2015,"00006-4837-03","200-2014-58787"
"1681","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – single dose 0.5 mL vials","$26.593","$72.384","6/30/2015","Merck",2015-05-01,2015,"00006-4943-00","200-2014-58787"
"1682","Pneumococcal
13-valent [5] (Adult)","Prevnar 13™","10 pack – 1 dose syringes, No Needle","$89.75","$152.01","6/30/2015","Pfizer",2015-05-01,2015,"00005-1971-02","200-2014-58788"
"1683","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$23.63","$37.55","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0842-11","200-2014-58785"
"1684","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose TL syringes, No Needle","$22.32","$37.55","6/30/2015","GlaxoSmithKline",2015-05-01,2015,"58160-0842-52","200-2014-58785"
"1685","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","10 pack – 1 dose vial","$22.63","$42.61","6/30/2015","Sanofi",2015-05-01,2015,"49281-0400-10","200-2014-58789"
"1686","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel","5 pack – 1 dose syringe","$20.176","$42.61","6/30/2015","Sanofi",2015-05-01,2015,"49281-0400-15","200-2014-58789"
