"","vaccine","brandname_tradename","packaging","cdc_cost_dose","contract_end_date","manufacturer","date","year","private_sector_cost_dose","ndc","contract_number"
"3428","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$19.90","03/31/2016","Merck",2015-04-01,2015,"$59.911","00006-4681-00","200-2015-62101"
"3429","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$109.01","03/31/2016","Merck",2015-04-01,2015,"$168.469","00006-4999-00","200-2015-62101"
"3430","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$116.91","03/31/2016","Pfizer",2015-04-01,2015,"$152.01","00005-1971-02","200-2015-62103"
"3431","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$43.98","03/31/2016","Merck",2015-04-01,2015,"$72.384","00006-4943-00","200-2015-62101"
"3432","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-04-01,2015,"$75.203","00006-4047-41","200-2015-62101"
"3433","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-04-01,2015,"$75.203","00006-4047-20","200-2015-62101"
"3434","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$85.04","03/31/2016","GlaxoSmithKline",2015-04-01,2015,"$106.57","58160-0854-52","200-2015-62100"
"3435","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$18.82","03/31/2016","Sanofi Pasteur",2015-04-01,2015,"$24.22","49281-0215-15","200-2015-62104"
"3436","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$18.82","03/31/2016","Sanofi Pasteur",2015-04-01,2015,"$24.22","49281-0215-10","200-2015-62104"
"3437","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.25","03/31/2016","GlaxoSmithKline",2015-04-01,2015,"$37.55","58160-0842-11","200-2015-62100"
"3438","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.25","03/31/2016","GlaxoSmithKline",2015-04-01,2015,"$37.55","58160-0842-52","200-2015-62100"
"3439","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$31.37","03/31/2016","Sanofi Pasteur",2015-04-01,2015,"$42.61","49281-0400-10","200-2015-62104"
"3440","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$31.37","03/31/2016","Sanofi Pasteur",2015-04-01,2015,"$42.61","49281-0400-15","200-2015-62104"
"3441","Varicella [5]","Varivax®","10 pack – 1 dose vial","$83.77","03/31/2016","Merck",2015-04-01,2015,"$100.678","00006-4827-00","200-2015-62101"
"3442","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$16.04","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$27.17","49281-0286-10","200-2015-62104"
"3443","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$16.15","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$20.96","58160-0810-11","200-2015-62100"
"3444","DTaP [1]","Infanrix®","10 pack – 1 dose T-L syringe","$16.15","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$21.44","58160-0810-52","200-2015-62100"
"3445","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$38.50","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$48.00","58160-0812-11","200-2015-62100"
"3446","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$38.50","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$48.00","58160-0812-52","200-2015-62100"
"3447","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$53.86","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$70.72","58160-0811-52","200-2015-62100"
"3448","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$54.38","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$83.50","49281-0510-05","200-2015-62104"
"3449","e-IPV [5]","IPOL®","10 dose vial","$12.58","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$28.77","49281-0860-10","200-2015-62104"
"3450","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$17.40","03/31/2016","Merck",2015-05-01,2015,"$30.369","00006-4831-41","200-2015-62101"
"3451","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose syringe","$17.40","03/31/2016","Merck",2015-05-01,2015,"$31.12","00006-4095-02","200-2015-62101"
"3452","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$17.01","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$28.74","58160-0825-11","200-2015-62100"
"3453","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$17.01","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$28.74","58160-0825-52","200-2015-62100"
"3454","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vial","$53.78","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$92.50","58160-0815-11","200-2015-62100"
"3455","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$53.78","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$92.50","58160-0815-52","200-2015-62100"
"3456","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose vial","$11.08","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$21.37","58160-0820-11","200-2015-62100"
"3457","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$11.08","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$21.37","58160-0820-52","200-2015-62100"
"3458","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$11.75","03/31/2016","Merck",2015-05-01,2015,"$23.204","00006-4981-00","200-2015-62101"
"3459","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose syringe","$11.75","03/31/2016","Merck",2015-05-01,2015,"$23.95","00006-4093-02","200-2015-62101"
"3460","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.34","03/31/2016","Merck",2015-05-01,2015,"$22.769","00006-4897-00","200-2015-62101"
"3461","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.45","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$27.49","49281-0545-05","200-2015-62104"
"3462","HIBMENCY [3]","MENHIBRIX®","10 pack – 1 dose vial","$10.10","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$23.60","58160-0801-11","200-2015-62100"
"3463","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Gardasil®","10 pack – 1 dose vial","$121.03","03/31/2016","Merck",2015-05-01,2015,"$147.005","00006-4045-41","200-2015-62101"
"3464","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$134.26","03/31/2016","Merck",2015-05-01,2015,"$163.09","00006-4119-03","200-2015-62101"
"3465","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","Cervarix®","10 pack-1 dose syringe","$107.97","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$128.75","58160-0830-52","200-2015-62100"
"3466","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$95.75","03/31/2016","Pfizer",2015-05-01,2015,"$115.75","00005-0100-10","200-2015-62103"
"3467","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$122.95","03/31/2016","Novartis",2015-05-01,2015,"$160.75","46028-0114-01","200-2015-62102"
"3468","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$122.95","03/31/2016","Novartis",2015-05-01,2015,"$160.75","46028-0114-02","200-2015-62102"
"3469","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$84.95","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$112.93","49281-0589-05","200-2015-62104"
"3470","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$84.56","03/31/2016","Novartis",2015-05-01,2015,"$117.418","46028-0208-01","200-2015-62102"
"3471","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$19.90","03/31/2016","Merck",2015-05-01,2015,"$59.911","00006-4681-00","200-2015-62101"
"3472","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$109.01","03/31/2016","Merck",2015-05-01,2015,"$168.469","00006-4999-00","200-2015-62101"
"3473","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$116.91","03/31/2016","Pfizer",2015-05-01,2015,"$152.01","00005-1971-02","200-2015-62103"
"3474","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$43.98","03/31/2016","Merck",2015-05-01,2015,"$72.384","00006-4943-00","200-2015-62101"
"3475","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-05-01,2015,"$75.203","00006-4047-41","200-2015-62101"
"3476","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-05-01,2015,"$75.203","00006-4047-20","200-2015-62101"
"3477","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$85.04","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$106.57","58160-0854-52","200-2015-62100"
"3478","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$18.82","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$24.22","49281-0215-15","200-2015-62104"
"3479","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$18.82","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$24.22","49281-0215-10","200-2015-62104"
"3480","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.25","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$37.55","58160-0842-11","200-2015-62100"
"3481","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.25","03/31/2016","GlaxoSmithKline",2015-05-01,2015,"$37.55","58160-0842-52","200-2015-62100"
"3482","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$31.37","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$42.61","49281-0400-10","200-2015-62104"
"3483","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$31.37","03/31/2016","Sanofi Pasteur",2015-05-01,2015,"$42.61","49281-0400-15","200-2015-62104"
"3484","Varicella [5]","Varivax®","10 pack – 1 dose vial","$83.77","03/31/2016","Merck",2015-05-01,2015,"$100.678","00006-4827-00","200-2015-62101"
"3485","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$16.04","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$27.17","49281-0286-10","200-2015-62104"
"3486","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$16.15","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$20.96","58160-0810-11","200-2015-62100"
"3487","DTaP [1]","Infanrix®","10 pack – 1 dose T-L syringe","$16.15","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$21.44","58160-0810-52","200-2015-62100"
"3488","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$38.50","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$48.00","58160-0812-11","200-2015-62100"
"3489","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$38.50","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$48.00","58160-0812-52","200-2015-62100"
"3490","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$53.86","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$70.72","58160-0811-52","200-2015-62100"
"3491","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$54.38","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$83.50","49281-0510-05","200-2015-62104"
"3492","e-IPV [5]","IPOL®","10 dose vial","$12.58","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$28.77","49281-0860-10","200-2015-62104"
"3493","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$17.40","03/31/2016","Merck",2015-07-01,2015,"$30.369","00006-4831-41","200-2015-62101"
"3494","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose syringe","$17.40","03/31/2016","Merck",2015-07-01,2015,"$31.12","00006-4095-02","200-2015-62101"
"3495","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$17.01","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$28.74","58160-0825-11","200-2015-62100"
"3496","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$17.01","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$28.74","58160-0825-52","200-2015-62100"
"3497","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vial","$53.78","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$92.50","58160-0815-11","200-2015-62100"
"3498","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose syringe","$53.78","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$92.50","58160-0815-52","200-2015-62100"
"3499","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose vial","$11.08","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$21.37","58160-0820-11","200-2015-62100"
"3500","Hepatitis B [5]
Pediatric/Adolescent","Engerix B®","10 pack – 1 dose syringe","$11.08","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$21.37","58160-0820-52","200-2015-62100"
"3501","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose vial","$11.75","03/31/2016","Merck",2015-07-01,2015,"$23.204","00006-4981-00","200-2015-62101"
"3502","Hepatitis B [5]
Pediatric/Adolescent","Recombivax
HB®","10 pack – 1 dose syringe","$11.75","03/31/2016","Merck",2015-07-01,2015,"$23.95","00006-4093-02","200-2015-62101"
"3503","Hib [5]","PedvaxHIB®","10 pack – 1 dose vial","$12.34","03/31/2016","Merck",2015-07-01,2015,"$22.769","00006-4897-00","200-2015-62101"
"3504","Hib [5]","ActHIB®","5 pack – 1 dose vial","$9.45","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$27.49","49281-0545-05","200-2015-62104"
"3505","HIBMENCY [3]","MENHIBRIX®","10 pack – 1 dose vial","$10.10","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$23.60","58160-0801-11","200-2015-62100"
"3506","HPV – Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant [5]","Gardasil®","10 pack – 1 dose vial","$121.03","03/31/2016","Merck",2015-07-01,2015,"$147.005","00006-4045-41","200-2015-62101"
"3507","HPV – Human Papillomavirus 9-valent [5]","Gardasil®9","10 pack – 1 dose vial","$134.26","03/31/2016","Merck",2015-07-01,2015,"$163.09","00006-4119-03","200-2015-62101"
"3508","HPV -Bivalent Human Papillomavirus Types 16 and 18 [5]","Cervarix®","10 pack-1 dose syringe","$107.97","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$128.75","58160-0830-52","200-2015-62100"
"3509","MENB – Meningococcal Group B [5]","Trumenba®","10 pack – 1 dose syringe","$95.75","03/31/2016","Pfizer",2015-07-01,2015,"$115.75","00005-0100-10","200-2015-62103"
"3510","MENB – Meningococcal Group B [5]","Bexsero®","10 pack – 1 dose syringe","$122.95","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$160.75","46028-0114-01","200-2015-62100"
"3511","MENB – Meningococcal Group B [5]","Bexsero®","1 pack – 1 dose syringe","$122.95","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$160.75","46028-0114-02","200-2015-62100"
"3512","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menactra®","5 pack – 1 dose vial","$84.95","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$112.93","49281-0589-05","200-2015-62104"
"3513","Meningococcal Conjugate (Groups A, C, Y and W-135) [5]","Menveo®","5 pack – 1 dose vial","$84.56","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$117.418","46028-0208-01","200-2015-62100"
"3514","Measles, Mumps and Rubella (MMR) [1]","M-M-R®II","10 pack – 1 dose vial","$19.90","03/31/2016","Merck",2015-07-01,2015,"$59.911","00006-4681-00","200-2015-62101"
"3515","MMR/Varicella [2]","ProQuad®","10 pack – 1 dose vial","$109.01","03/31/2016","Merck",2015-07-01,2015,"$168.469","00006-4999-00","200-2015-62101"
"3516","Pneumococcal
13-valent [5] (Pediatric)","Prevnar 13 TM","10 pack – 1 dose syringe","$116.91","03/31/2016","Pfizer",2015-07-01,2015,"$152.01","00005-1971-02","200-2015-62103"
"3517","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®23","10 pack – 1 dose vial","$43.98","03/31/2016","Merck",2015-07-01,2015,"$72.384","00006-4943-00","200-2015-62101"
"3518","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","10 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-07-01,2015,"$75.203","00006-4047-41","200-2015-62101"
"3519","Rotavirus, Live, Oral, Pentavalent [5]","RotaTeq®","25 pack – 1 dose tube","$63.96","03/31/2016","Merck",2015-07-01,2015,"$75.203","00006-4047-20","200-2015-62101"
"3520","Rotavirus, Live, Oral, Oral [5]","Rotarix®","10 pack – 1 dose vial","$85.04","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$106.57","58160-0854-52","200-2015-62100"
"3521","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose syringe","$18.82","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$24.22","49281-0215-15","200-2015-62104"
"3522","Tetanus & Diphtheria Toxoids [3]","Tenivac®","10 pack – 1 dose vial","$18.82","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$24.22","49281-0215-10","200-2015-62104"
"3523","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vial","$31.25","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$37.55","58160-0842-11","200-2015-62100"
"3524","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose syringe","$31.25","03/31/2016","GlaxoSmithKline",2015-07-01,2015,"$37.55","58160-0842-52","200-2015-62100"
"3525","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vial","$31.37","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$42.61","49281-0400-10","200-2015-62104"
"3526","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","5 pack – 1 dose syringe","$31.37","03/31/2016","Sanofi Pasteur",2015-07-01,2015,"$42.61","49281-0400-15","200-2015-62104"
"3527","Varicella [5]","Varivax®","10 pack – 1 dose vial","$83.77","03/31/2016","Merck",2015-07-01,2015,"$100.678","00006-4827-00","200-2015-62101"
"3528","DTaP [1]","Daptacel®","10 pack – 1 dose vial","$16.04","03/31/2016","Sanofi Pasteur",2015-08-03,2015,"$27.17","49281-0286-10","200-2015-62104"
"3529","DTaP [1]","Infanrix®","10 pack – 1 dose vial","$16.15","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$20.96","58160-0810-11","200-2015-62100"
"3530","DTaP [1]","Infanrix®","10 pack – 1 dose T-L syringe","$16.15","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$21.44","58160-0810-52","200-2015-62100"
"3531","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose vial","$38.50","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$48.00","58160-0812-11","200-2015-62100"
"3532","DTaP-IPV [2]","Kinrix®","10 pack – 1 dose syringe","$38.50","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$48.00","58160-0812-52","200-2015-62100"
"3533","DTaP-Hep B-IPV [4]","Pediarix®","10 pack – 1 dose syringe","$53.86","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$70.72","58160-0811-52","200-2015-62100"
"3534","DTaP-IP-HI [4]","Pentacel®","5 pack – 1 dose vial","$54.38","03/31/2016","Sanofi Pasteur",2015-08-03,2015,"$83.50","49281-0510-05","200-2015-62104"
"3535","e-IPV [5]","IPOL®","10 dose vial","$12.58","03/31/2016","Sanofi Pasteur",2015-08-03,2015,"$28.77","49281-0860-10","200-2015-62104"
"3536","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose vial","$17.40","03/31/2016","Merck",2015-08-03,2015,"$30.369","00006-4831-41","200-2015-62101"
"3537","Hepatitis A Pediatric [5]","Vaqta®","10 pack – 1 dose syringe","$17.40","03/31/2016","Merck",2015-08-03,2015,"$31.12","00006-4095-02","200-2015-62101"
"3538","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose vial","$17.01","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$28.74","58160-0825-11","200-2015-62100"
"3539","Hepatitis A Pediatric [5]","Havrix®","10 pack – 1 dose syringe","$17.01","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$28.74","58160-0825-52","200-2015-62100"
"3540","Hepatitis A-Hepatitis B 18 only [3]","Twinrix®","10 pack – 1 dose vial","$53.78","03/31/2016","GlaxoSmithKline",2015-08-03,2015,"$92.50","58160-0815-11","200-2015-62100"
